trip_id,route_id,vehicle_id,scheduled_time,actual_time,delay_minutes,time_of_day
T0316,R007,V017,2026-06-30 18:00:00,2026-06-30 18:11:00,11,Evening Peak
T0317,R003,V010,2026-06-06 08:50:00,2026-06-06 09:03:00,13,Morning Peak
T0318,R005,V030,2026-06-03 08:50:00,2026-06-03 09:08:00,18,Morning Peak
T0319,R005,V005,2026-06-21 09:40:00,2026-06-21 09:57:00,17,Morning Peak
T0320,R003,V006,2026-06-22 16:40:00,2026-06-22 16:52:00,12,Evening Peak
T0321,R006,V028,2026-06-30 16:00:00,2026-06-30 16:14:00,14,Evening Peak
T0322,R005,V022,2026-06-07 17:30:00,2026-06-07 17:45:00,15,Evening Peak
T0323,R001,V016,2026-06-29 16:20:00,2026-06-29 16:25:00,5,Evening Peak
T0324,R004,V027,2026-06-26 17:20:00,2026-06-26 17:24:00,4,Evening Peak
T0325,R008,V003,2026-06-23 07:30:00,2026-06-23 07:35:00,5,Morning Peak
T0326,R006,V021,2026-06-05 09:50:00,2026-06-05 09:57:00,7,Morning Peak
T0327,R006,V025,2026-06-28 09:30:00,2026-06-28 09:38:00,8,Morning Peak
T0328,R002,V011,2026-06-08 13:20:00,2026-06-08 13:31:00,11,Midday
T0329,R008,V008,2026-06-05 07:20:00,2026-06-05 07:34:00,14,Morning Peak
T0330,R007,V008,2026-06-28 18:20:00,2026-06-28 18:20:00,0,Evening Peak
T0331,R006,V007,2026-06-25 08:40:00,2026-06-25 08:40:00,0,Morning Peak
T0332,R008,V001,2026-06-03 20:40:00,2026-06-03 20:51:00,11,Night
T0333,R008,V008,2026-06-07 16:00:00,2026-06-07 16:10:00,10,Evening Peak
T0334,R008,V010,2026-06-18 06:00:00,2026-06-18 06:10:00,10,Morning Peak
T0335,R007,V005,2026-06-29 08:20:00,2026-06-29 08:27:00,7,Morning Peak
T0336,R007,V002,2026-06-19 16:20:00,2026-06-19 16:20:00,0,Evening Peak
T0337,R005,V003,2026-06-13 15:40:00,2026-06-13 15:49:00,9,Midday
T0338,R002,V005,2026-06-04 11:20:00,2026-06-04 11:43:00,23,Midday
T0339,R006,V026,2026-06-05 08:40:00,2026-06-05 08:44:00,4,Morning Peak
T0340,R001,V005,2026-06-23 09:30:00,2026-06-23 09:39:00,9,Morning Peak
T0341,R008,V005,2026-06-20 18:10:00,2026-06-20 18:18:00,8,Evening Peak
T0342,R003,V013,2026-06-20 17:20:00,2026-06-20 17:34:00,14,Evening Peak
T0343,R006,V017,2026-06-27 15:30:00,2026-06-27 15:34:00,4,Midday
T0344,R001,V012,2026-06-11 17:30:00,2026-06-11 17:34:00,4,Evening Peak
T0345,R005,V027,2026-06-29 17:50:00,2026-06-29 17:58:00,8,Evening Peak
T0346,R005,V022,2026-06-26 20:40:00,2026-06-26 20:46:00,6,Night
T0347,R004,V025,2026-06-02 16:10:00,2026-06-02 16:10:00,0,Evening Peak
T0348,R007,V005,2026-06-27 17:00:00,2026-06-27 17:06:00,6,Evening Peak
T0349,R002,V007,2026-06-01 13:30:00,2026-06-01 13:42:00,12,Midday
T0350,R007,V017,2026-06-25 16:30:00,2026-06-25 16:37:00,7,Evening Peak
T0351,R001,V024,2026-06-05 15:40:00,2026-06-05 15:41:00,1,Midday
T0352,R007,V011,2026-06-06 13:40:00,2026-06-06 13:48:00,8,Midday
T0353,R006,V018,2026-06-12 17:50:00,2026-06-12 17:56:00,6,Evening Peak
T0354,R005,V021,2026-06-16 08:10:00,2026-06-16 08:11:00,1,Morning Peak
T0355,R005,V018,2026-06-10 08:20:00,2026-06-10 08:32:00,12,Morning Peak
T0356,R008,V011,2026-06-16 09:50:00,2026-06-16 09:51:00,1,Morning Peak
T0357,R005,V010,2026-06-04 16:40:00,2026-06-04 16:42:00,2,Evening Peak
T0358,R006,V026,2026-06-26 08:00:00,2026-06-26 08:13:00,13,Morning Peak
T0359,R005,V024,2026-06-03 09:30:00,2026-06-03 09:34:00,4,Morning Peak
T0360,R004,V007,2026-06-27 15:40:00,2026-06-27 15:40:00,0,Midday
T0361,R005,V005,2026-06-04 16:40:00,2026-06-04 16:53:00,13,Evening Peak
T0362,R004,V022,2026-06-08 07:30:00,2026-06-08 07:36:00,6,Morning Peak
T0363,R006,V024,2026-06-16 07:10:00,2026-06-16 07:20:00,10,Morning Peak
T0364,R003,V014,2026-06-21 20:30:00,2026-06-21 20:40:00,10,Night
T0365,R008,V022,2026-06-07 17:20:00,2026-06-07 17:25:00,5,Evening Peak
T0366,R002,V022,2026-06-19 08:50:00,2026-06-19 09:04:00,14,Morning Peak
T0367,R001,V006,2026-06-14 18:10:00,2026-06-14 18:15:00,5,Evening Peak
T0368,R007,V027,2026-06-16 08:50:00,2026-06-16 08:56:00,6,Morning Peak
T0369,R005,V002,2026-06-01 09:40:00,2026-06-01 09:58:00,18,Morning Peak
T0370,R005,V015,2026-06-21 15:30:00,2026-06-21 15:45:00,15,Midday
T0371,R003,V030,2026-06-17 13:10:00,2026-06-17 13:20:00,10,Midday
T0372,R008,V022,2026-06-09 17:00:00,2026-06-09 17:04:00,4,Evening Peak
T0373,R006,V027,2026-06-10 16:10:00,2026-06-10 16:23:00,13,Evening Peak
T0374,R007,V028,2026-06-14 15:00:00,2026-06-14 15:09:00,9,Midday
T0375,R007,V023,2026-06-04 08:10:00,2026-06-04 08:10:00,0,Morning Peak
T0376,R001,V009,2026-06-13 08:20:00,2026-06-13 08:26:00,6,Morning Peak
T0377,R006,V010,2026-06-19 17:00:00,2026-06-19 17:07:00,7,Evening Peak
T0378,R004,V002,2026-06-22 07:20:00,2026-06-22 07:28:00,8,Morning Peak
T0379,R003,V013,2026-06-22 15:50:00,2026-06-22 16:00:00,10,Midday
T0380,R005,V012,2026-06-20 08:10:00,2026-06-20 08:15:00,5,Morning Peak
T0381,R008,V005,2026-06-15 17:40:00,2026-06-15 17:46:00,6,Evening Peak
T0382,R008,V026,2026-06-18 18:10:00,2026-06-18 18:20:00,10,Evening Peak
T0383,R004,V023,2026-06-25 16:00:00,2026-06-25 16:02:00,2,Evening Peak
T0384,R006,V003,2026-06-30 16:00:00,2026-06-30 16:07:00,7,Evening Peak
T0385,R004,V020,2026-06-18 08:20:00,2026-06-18 08:29:00,9,Morning Peak
T0386,R004,V024,2026-06-19 15:40:00,2026-06-19 15:40:00,0,Midday
T0387,R008,V027,2026-06-02 13:40:00,2026-06-02 13:46:00,6,Midday
T0388,R008,V023,2026-06-26 09:00:00,2026-06-26 09:12:00,12,Morning Peak
T0389,R007,V009,2026-06-27 06:10:00,2026-06-27 06:12:00,2,Morning Peak
T0390,R006,V024,2026-06-03 15:00:00,2026-06-03 15:04:00,4,Midday
T0391,R002,V016,2026-06-02 09:10:00,2026-06-02 09:21:00,11,Morning Peak
T0392,R007,V012,2026-06-29 11:30:00,2026-06-29 11:30:00,0,Midday
T0393,R007,V003,2026-06-22 20:40:00,2026-06-22 20:50:00,10,Night
T0394,R002,V006,2026-06-18 11:10:00,2026-06-18 11:23:00,13,Midday
T0395,R004,V028,2026-06-01 17:20:00,2026-06-01 17:20:00,0,Evening Peak
T0396,R007,V018,2026-06-13 18:10:00,2026-06-13 18:17:00,7,Evening Peak
T0397,R008,V012,2026-06-05 09:50:00,2026-06-05 09:59:00,9,Morning Peak
T0398,R007,V021,2026-06-25 20:00:00,2026-06-25 20:01:00,1,Night
T0399,R004,V007,2026-06-03 07:00:00,2026-06-03 07:00:00,0,Morning Peak
T0400,R001,V008,2026-06-24 06:30:00,2026-06-24 06:36:00,6,Morning Peak
T0401,R004,V018,2026-06-07 17:00:00,2026-06-07 17:15:00,15,Evening Peak
T0402,R004,V028,2026-06-30 17:20:00,2026-06-30 17:33:00,13,Evening Peak
T0403,R006,V008,2026-06-10 18:50:00,2026-06-10 18:51:00,1,Evening Peak
T0404,R005,V002,2026-06-18 20:50:00,2026-06-18 20:59:00,9,Night
T0405,R003,V022,2026-06-22 13:30:00,2026-06-22 13:44:00,14,Midday
T0406,R007,V027,2026-06-17 09:30:00,2026-06-17 09:37:00,7,Morning Peak
T0407,R007,V005,2026-06-10 11:40:00,2026-06-10 11:40:00,0,Midday
T0408,R005,V030,2026-06-23 08:30:00,2026-06-23 08:39:00,9,Morning Peak
T0409,R001,V018,2026-06-14 20:40:00,2026-06-14 20:44:00,4,Night
T0410,R005,V007,2026-06-11 16:30:00,2026-06-11 16:39:00,9,Evening Peak
T0411,R006,V003,2026-06-18 17:10:00,2026-06-18 17:22:00,12,Evening Peak
T0412,R001,V030,2026-06-03 08:40:00,2026-06-03 08:45:00,5,Morning Peak
T0413,R004,V016,2026-06-07 18:20:00,2026-06-07 18:24:00,4,Evening Peak
T0414,R004,V007,2026-06-24 07:30:00,2026-06-24 07:43:00,13,Morning Peak
T0415,R004,V024,2026-06-20 17:30:00,2026-06-20 17:37:00,7,Evening Peak
T0416,R005,V013,2026-06-15 15:20:00,2026-06-15 15:25:00,5,Midday
T0417,R005,V009,2026-06-12 15:30:00,2026-06-12 15:32:00,2,Midday
T0418,R008,V026,2026-06-27 09:10:00,2026-06-27 09:18:00,8,Morning Peak
T0419,R006,V011,2026-06-14 07:10:00,2026-06-14 07:16:00,6,Morning Peak
T0420,R007,V010,2026-06-05 08:10:00,2026-06-05 08:14:00,4,Morning Peak
T0421,R007,V020,2026-06-27 08:40:00,2026-06-27 08:42:00,2,Morning Peak
T0422,R005,V026,2026-06-27 15:50:00,2026-06-27 15:53:00,3,Midday
T0423,R008,V015,2026-06-06 17:20:00,2026-06-06 17:29:00,9,Evening Peak
T0424,R008,V006,2026-06-30 18:50:00,2026-06-30 19:02:00,12,Evening Peak
T0425,R001,V017,2026-06-02 18:00:00,2026-06-02 18:10:00,10,Evening Peak
T0426,R001,V014,2026-06-05 18:10:00,2026-06-05 18:13:00,3,Evening Peak
T0427,R002,V024,2026-06-05 06:40:00,2026-06-05 06:46:00,6,Morning Peak
T0428,R008,V023,2026-06-16 06:40:00,2026-06-16 06:50:00,10,Morning Peak
T0429,R007,V001,2026-06-01 15:20:00,2026-06-01 15:22:00,2,Midday
T0430,R007,V027,2026-06-30 08:00:00,2026-06-30 08:05:00,5,Morning Peak
T0431,R003,V008,2026-06-07 16:20:00,2026-06-07 16:30:00,10,Evening Peak
T0432,R007,V003,2026-06-12 20:30:00,2026-06-12 20:32:00,2,Night
T0433,R004,V024,2026-06-08 09:00:00,2026-06-08 09:00:00,0,Morning Peak
T0434,R001,V003,2026-06-13 11:40:00,2026-06-13 11:41:00,1,Midday
T0435,R008,V002,2026-06-21 06:10:00,2026-06-21 06:24:00,14,Morning Peak
T0436,R006,V020,2026-06-28 20:40:00,2026-06-28 20:52:00,12,Night
T0437,R001,V008,2026-06-07 18:50:00,2026-06-07 18:57:00,7,Evening Peak
T0438,R001,V003,2026-06-22 20:40:00,2026-06-22 20:44:00,4,Night
T0439,R001,V006,2026-06-30 18:00:00,2026-06-30 18:09:00,9,Evening Peak
T0440,R007,V003,2026-06-10 08:10:00,2026-06-10 08:14:00,4,Morning Peak
T0441,R007,V023,2026-06-29 15:30:00,2026-06-29 15:36:00,6,Midday
T0442,R002,V017,2026-06-24 20:00:00,2026-06-24 20:05:00,5,Night
T0443,R002,V014,2026-06-08 18:20:00,2026-06-08 18:24:00,4,Evening Peak
T0444,R007,V026,2026-06-11 06:20:00,2026-06-11 06:20:00,0,Morning Peak
T0445,R008,V016,2026-06-08 09:30:00,2026-06-08 09:34:00,4,Morning Peak
T0446,R007,V003,2026-06-25 16:10:00,2026-06-25 16:18:00,8,Evening Peak
T0447,R002,V003,2026-06-09 08:50:00,2026-06-09 09:01:00,11,Morning Peak
T0448,R007,V011,2026-06-12 07:00:00,2026-06-12 07:01:00,1,Morning Peak
T0449,R005,V015,2026-06-12 17:00:00,2026-06-12 17:10:00,10,Evening Peak
T0450,R008,V018,2026-06-18 15:00:00,2026-06-18 15:12:00,12,Midday
T0451,R001,V003,2026-06-12 16:40:00,2026-06-12 16:44:00,4,Evening Peak
T0452,R007,V001,2026-06-10 11:00:00,2026-06-10 11:03:00,3,Midday
T0453,R004,V020,2026-06-17 08:30:00,2026-06-17 08:38:00,8,Morning Peak
T0454,R005,V016,2026-06-05 07:30:00,2026-06-05 07:44:00,14,Morning Peak
T0455,R005,V014,2026-06-10 15:00:00,2026-06-10 15:03:00,3,Midday
T0456,R008,V021,2026-06-20 08:00:00,2026-06-20 08:13:00,13,Morning Peak
T0457,R003,V010,2026-06-01 20:20:00,2026-06-01 20:33:00,13,Night
T0458,R006,V015,2026-06-11 13:50:00,2026-06-11 13:52:00,2,Midday
T0459,R003,V010,2026-06-11 16:50:00,2026-06-11 17:02:00,12,Evening Peak
T0460,R007,V011,2026-06-10 17:50:00,2026-06-10 17:56:00,6,Evening Peak
T0461,R008,V020,2026-06-26 08:30:00,2026-06-26 08:38:00,8,Morning Peak
T0462,R006,V004,2026-06-30 16:40:00,2026-06-30 16:55:00,15,Evening Peak
T0463,R003,V023,2026-06-25 16:50:00,2026-06-25 16:57:00,7,Evening Peak
T0464,R008,V027,2026-06-10 18:00:00,2026-06-10 18:12:00,12,Evening Peak
T0465,R007,V023,2026-06-16 08:20:00,2026-06-16 08:26:00,6,Morning Peak
T0466,R007,V027,2026-06-13 07:40:00,2026-06-13 07:52:00,12,Morning Peak
T0467,R008,V020,2026-06-13 15:50:00,2026-06-13 15:58:00,8,Midday
T0468,R006,V024,2026-06-29 18:40:00,2026-06-29 18:46:00,6,Evening Peak
T0469,R002,V004,2026-06-25 08:50:00,2026-06-25 08:57:00,7,Morning Peak
T0470,R001,V020,2026-06-21 17:30:00,2026-06-21 17:42:00,12,Evening Peak
T0471,R006,V027,2026-06-14 07:00:00,2026-06-14 07:09:00,9,Morning Peak
T0472,R004,V015,2026-06-12 11:50:00,2026-06-12 11:58:00,8,Midday
T0473,R003,V012,2026-06-01 15:20:00,2026-06-01 15:23:00,3,Midday
T0474,R002,V028,2026-06-24 08:20:00,2026-06-24 08:32:00,12,Morning Peak
T0475,R006,V015,2026-06-26 08:30:00,2026-06-26 08:34:00,4,Morning Peak
T0476,R008,V011,2026-06-03 09:50:00,2026-06-03 09:58:00,8,Morning Peak
T0477,R002,V001,2026-06-28 09:00:00,2026-06-28 09:09:00,9,Morning Peak
T0478,R004,V017,2026-06-06 16:20:00,2026-06-06 16:21:00,1,Evening Peak
T0479,R007,V015,2026-06-08 17:50:00,2026-06-08 17:54:00,4,Evening Peak
T0480,R007,V013,2026-06-01 17:10:00,2026-06-01 17:17:00,7,Evening Peak
T0481,R008,V020,2026-06-14 11:50:00,2026-06-14 12:00:00,10,Midday
T0482,R002,V020,2026-06-04 17:40:00,2026-06-04 17:53:00,13,Evening Peak
T0483,R003,V012,2026-06-11 08:00:00,2026-06-11 08:12:00,12,Morning Peak
T0484,R006,V021,2026-06-13 16:40:00,2026-06-13 16:53:00,13,Evening Peak
T0485,R002,V012,2026-06-12 18:40:00,2026-06-12 18:53:00,13,Evening Peak
T0486,R005,V021,2026-06-19 07:10:00,2026-06-19 07:23:00,13,Morning Peak
T0487,R006,V004,2026-06-08 09:10:00,2026-06-08 09:17:00,7,Morning Peak
T0488,R007,V014,2026-06-20 08:30:00,2026-06-20 08:34:00,4,Morning Peak
T0489,R007,V006,2026-06-16 16:50:00,2026-06-16 17:00:00,10,Evening Peak
T0490,R003,V018,2026-06-06 15:10:00,2026-06-06 15:18:00,8,Midday
T0491,R003,V011,2026-06-27 13:00:00,2026-06-27 13:16:00,16,Midday
T0492,R008,V005,2026-06-07 18:40:00,2026-06-07 18:43:00,3,Evening Peak
T0493,R008,V014,2026-06-22 15:50:00,2026-06-22 15:59:00,9,Midday
T0494,R002,V020,2026-06-01 17:10:00,2026-06-01 17:16:00,6,Evening Peak
T0495,R005,V002,2026-06-09 08:20:00,2026-06-09 08:32:00,12,Morning Peak
T0496,R008,V018,2026-06-17 07:00:00,2026-06-17 07:13:00,13,Morning Peak
T0497,R005,V026,2026-06-18 18:20:00,2026-06-18 18:22:00,2,Evening Peak
T0498,R008,V018,2026-06-07 22:00:00,2026-06-07 22:08:00,8,Night
T0499,R004,V010,2026-06-28 22:30:00,2026-06-28 22:35:00,5,Night
T0500,R002,V015,2026-06-28 22:10:00,2026-06-28 22:25:00,15,Night
