ridership_id,trip_id,station_id,boardings,alightings,passenger_load_after_stop,vehicle_capacity,is_overcrowded
RD00624,T0104,S048,4,43,10,25,No
RD00625,T0105,S025,36,0,44,70,No
RD00626,T0105,S026,26,10,60,70,No
RD00627,T0105,S027,25,0,85,70,Yes
RD00628,T0105,S028,1,8,78,70,Yes
RD00629,T0105,S029,5,9,74,70,Yes
RD00630,T0105,S030,4,74,8,70,No
RD00631,T0106,S043,22,0,27,45,No
RD00632,T0106,S044,20,4,43,45,No
RD00633,T0106,S045,13,7,49,45,Yes
RD00634,T0106,S046,16,0,65,45,Yes
RD00635,T0106,S047,5,3,67,45,Yes
RD00636,T0106,S048,4,67,4,45,No
RD00637,T0107,S001,29,0,33,70,No
RD00638,T0107,S002,24,14,43,70,No
RD00639,T0107,S003,10,0,53,70,No
RD00640,T0107,S004,26,0,79,70,Yes
RD00641,T0107,S005,20,1,98,70,Yes
RD00642,T0107,S006,2,98,2,70,No
RD00643,T0108,S031,19,0,35,70,No
RD00644,T0108,S032,17,3,49,70,No
RD00645,T0108,S033,4,2,51,70,No
RD00646,T0108,S034,30,14,67,70,No
RD00647,T0108,S035,19,1,85,70,Yes
RD00648,T0108,S036,2,85,2,70,No
RD00649,T0109,S001,12,0,17,25,No
RD00650,T0109,S002,6,2,21,25,No
RD00651,T0109,S003,4,5,20,25,No
RD00652,T0109,S004,2,4,18,25,No
RD00653,T0109,S005,8,2,24,25,No
RD00654,T0109,S006,4,24,4,25,No
RD00655,T0110,S019,24,0,35,45,No
RD00656,T0110,S020,12,9,38,45,No
RD00657,T0110,S021,6,6,44,45,No
RD00658,T0110,S022,21,3,62,45,Yes
RD00659,T0110,S023,5,5,62,45,Yes
RD00660,T0110,S024,2,62,2,45,No
RD00661,T0111,S043,38,0,52,70,No
RD00662,T0111,S044,32,4,80,70,Yes
RD00663,T0111,S045,6,2,84,70,Yes
RD00664,T0111,S046,9,13,80,70,Yes
RD00665,T0111,S047,17,3,94,70,Yes
RD00666,T0111,S048,0,94,0,70,No
RD00667,T0112,S031,23,0,23,70,No
RD00668,T0112,S032,1,8,16,70,No
RD00669,T0112,S033,13,13,16,70,No
RD00670,T0112,S034,7,12,11,70,No
RD00671,T0112,S035,18,0,29,70,No
RD00672,T0112,S036,2,29,2,70,No
RD00673,T0113,S031,18,0,35,70,No
RD00674,T0113,S032,5,7,33,70,No
RD00675,T0113,S033,13,5,41,70,No
RD00676,T0113,S034,10,3,48,70,No
RD00677,T0113,S035,15,2,61,70,No
RD00678,T0113,S036,4,61,4,70,No
RD00679,T0114,S019,15,0,31,70,No
RD00680,T0114,S020,1,8,24,70,No
RD00681,T0114,S021,11,13,22,70,No
RD00682,T0114,S022,29,2,49,70,No
RD00683,T0114,S023,10,9,50,70,No
RD00684,T0114,S024,3,50,3,70,No
RD00685,T0115,S013,6,0,6,25,No
RD00686,T0115,S014,2,1,7,25,No
RD00687,T0115,S015,1,1,7,25,No
RD00688,T0115,S016,6,4,9,25,No
RD00689,T0115,S017,1,3,15,25,No
RD00690,T0115,S018,0,15,0,25,No
RD00691,T0116,S025,13,0,17,25,No
RD00692,T0116,S026,5,5,17,25,No
RD00693,T0116,S027,3,4,16,25,No
RD00694,T0116,S028,6,3,19,25,No
RD00695,T0116,S029,9,0,28,25,Yes
RD00696,T0116,S030,1,28,1,25,No
RD00697,T0117,S031,17,0,22,45,No
RD00698,T0117,S032,20,7,40,45,No
RD00699,T0117,S033,6,7,39,45,No
RD00700,T0117,S034,21,8,52,45,Yes
RD00701,T0117,S035,6,2,56,45,Yes
RD00702,T0117,S036,4,56,4,45,No
RD00703,T0118,S001,13,0,13,25,No
RD00704,T0118,S002,2,2,13,25,No
RD00705,T0118,S003,8,3,18,25,No
RD00706,T0118,S004,11,1,28,25,Yes
RD00707,T0118,S005,4,0,44,25,Yes
RD00708,T0118,S006,4,44,4,25,No
RD00709,T0119,S043,11,0,28,25,Yes
RD00710,T0119,S044,1,1,28,25,Yes
RD00711,T0119,S045,9,1,36,25,Yes
RD00712,T0119,S046,10,4,42,25,Yes
RD00713,T0119,S047,11,5,48,25,Yes
RD00714,T0119,S048,0,48,0,25,No
RD00715,T0120,S013,23,0,38,70,No
RD00716,T0120,S014,6,7,37,70,No
RD00717,T0120,S015,14,3,48,70,No
RD00718,T0120,S016,5,9,44,70,No
RD00719,T0120,S017,6,12,38,70,No
RD00720,T0120,S018,4,38,4,70,No
RD00721,T0121,S007,14,0,24,45,No
RD00722,T0121,S008,3,4,23,45,No
RD00723,T0121,S009,8,5,26,45,No
RD00724,T0121,S010,10,9,27,45,No
RD00725,T0121,S011,4,1,30,45,No
RD00726,T0121,S012,3,30,3,45,No
RD00727,T0122,S013,10,0,16,45,No
RD00728,T0122,S014,17,3,30,45,No
RD00729,T0122,S015,14,8,36,45,No
RD00730,T0122,S016,4,9,31,45,No
RD00731,T0122,S017,20,9,53,45,Yes
RD00732,T0122,S018,4,53,4,45,No
RD00733,T0123,S007,10,0,10,25,No
RD00734,T0123,S008,9,4,15,25,No
RD00735,T0123,S009,11,5,21,25,No
RD00736,T0123,S010,6,3,24,25,No
RD00737,T0123,S011,9,5,28,25,Yes
RD00738,T0123,S012,3,28,3,25,No
RD00739,T0124,S019,5,0,8,25,No
RD00740,T0124,S020,6,4,10,25,No
RD00741,T0124,S021,5,5,10,25,No
RD00742,T0124,S022,4,0,14,25,No
RD00743,T0124,S023,3,1,16,25,No
RD00744,T0124,S024,3,16,3,25,No
RD00745,T0125,S025,4,0,10,25,No
RD00746,T0125,S026,3,0,13,25,No
RD00747,T0125,S027,5,4,14,25,No
RD00748,T0125,S028,3,3,14,25,No
RD00749,T0125,S029,1,1,14,25,No
RD00750,T0125,S030,0,14,0,25,No
RD00751,T0126,S007,11,0,15,25,No
RD00752,T0126,S008,7,0,22,25,No
RD00753,T0126,S009,6,5,23,25,No
RD00754,T0126,S010,3,0,26,25,Yes
RD00755,T0126,S011,5,4,27,25,Yes
RD00756,T0126,S012,4,27,4,25,No
RD00757,T0127,S007,25,0,30,45,No
RD00758,T0127,S008,7,6,31,45,No
RD00759,T0127,S009,16,8,39,45,No
RD00760,T0127,S010,18,8,49,45,Yes
RD00761,T0127,S011,19,4,64,45,Yes
RD00762,T0127,S012,3,64,3,45,No
RD00763,T0128,S043,9,0,19,45,No
RD00764,T0128,S044,6,7,18,45,No
RD00765,T0128,S045,13,8,23,45,No
RD00766,T0128,S046,20,8,35,45,No
RD00767,T0128,S047,6,0,41,45,No
RD00768,T0128,S048,0,41,0,45,No
RD00769,T0129,S025,13,0,15,45,No
RD00770,T0129,S026,7,9,13,45,No
RD00771,T0129,S027,2,1,14,45,No
RD00772,T0129,S028,4,4,14,45,No
RD00773,T0129,S029,2,5,11,45,No
RD00774,T0129,S030,4,11,4,45,No
RD00775,T0130,S019,14,0,14,25,No
RD00776,T0130,S020,10,3,21,25,No
RD00777,T0130,S021,10,2,34,25,Yes
RD00778,T0130,S022,8,5,37,25,Yes
RD00779,T0130,S023,11,1,47,25,Yes
RD00780,T0130,S024,4,47,4,25,No
RD00781,T0131,S013,42,0,43,70,No
RD00782,T0131,S014,11,3,51,70,No
RD00783,T0131,S015,16,5,62,70,No
RD00784,T0131,S016,6,2,66,70,No
RD00785,T0131,S017,26,12,80,70,Yes
RD00786,T0131,S018,3,80,3,70,No
RD00787,T0132,S025,7,0,8,25,No
RD00788,T0132,S026,6,0,14,25,No
RD00789,T0132,S027,1,5,10,25,No
RD00790,T0132,S028,5,0,15,25,No
RD00791,T0132,S029,6,2,19,25,No
RD00792,T0132,S030,4,19,4,25,No
RD00793,T0133,S037,15,0,26,70,No
RD00794,T0133,S038,9,13,22,70,No
RD00795,T0133,S039,7,3,26,70,No
RD00796,T0133,S040,13,7,32,70,No
RD00797,T0133,S041,1,9,24,70,No
RD00798,T0133,S042,2,24,2,70,No
RD00799,T0134,S037,19,0,21,45,No
RD00800,T0134,S038,3,8,16,45,No
RD00801,T0134,S039,4,5,15,45,No
RD00802,T0134,S040,18,4,29,45,No
RD00803,T0134,S041,9,9,29,45,No
RD00804,T0134,S042,3,29,3,45,No
RD00805,T0135,S007,6,0,12,25,No
RD00806,T0135,S008,11,3,20,25,No
RD00807,T0135,S009,1,4,17,25,No
RD00808,T0135,S010,2,2,17,25,No
RD00809,T0135,S011,11,1,27,25,Yes
RD00810,T0135,S012,2,27,2,25,No
RD00811,T0136,S025,22,0,27,45,No
RD00812,T0136,S026,8,4,31,45,No
RD00813,T0136,S027,11,6,41,45,No
RD00814,T0136,S028,11,7,45,45,No
RD00815,T0136,S029,9,9,45,45,No
RD00816,T0136,S030,1,45,1,45,No
RD00817,T0137,S043,4,0,5,25,No
RD00818,T0137,S044,2,5,2,25,No
RD00819,T0137,S045,2,1,3,25,No
RD00820,T0137,S046,2,1,4,25,No
RD00821,T0137,S047,5,1,8,25,No
RD00822,T0137,S048,2,8,2,25,No
RD00823,T0138,S043,15,0,16,25,No
RD00824,T0138,S044,11,0,27,25,Yes
RD00825,T0138,S045,10,3,45,25,Yes
RD00826,T0138,S046,8,0,53,25,Yes
RD00827,T0138,S047,8,2,59,25,Yes
RD00828,T0138,S048,4,59,4,25,No
RD00829,T0139,S031,5,0,8,25,No
RD00830,T0139,S032,5,4,9,25,No
RD00831,T0139,S033,3,4,17,25,No
RD00832,T0139,S034,9,3,31,25,Yes
RD00833,T0139,S035,11,3,39,25,Yes
RD00834,T0139,S036,3,39,3,25,No
RD00835,T0140,S037,22,0,33,45,No
RD00836,T0140,S038,1,0,34,45,No
RD00837,T0140,S039,19,6,47,45,Yes
RD00838,T0140,S040,20,5,62,45,Yes
RD00839,T0140,S041,18,2,78,45,Yes
RD00840,T0140,S042,2,78,2,45,No
RD00841,T0141,S007,33,0,43,70,No
RD00842,T0141,S008,14,6,51,70,No
RD00843,T0141,S009,24,12,63,70,No
RD00844,T0141,S010,18,6,75,70,Yes
RD00845,T0141,S011,9,9,75,70,Yes
RD00846,T0141,S012,1,75,1,70,No
RD00847,T0142,S001,5,0,10,25,No
RD00848,T0142,S002,5,1,14,25,No
RD00849,T0142,S003,4,3,15,25,No
RD00850,T0142,S004,2,1,16,25,No
RD00851,T0142,S005,2,5,13,25,No
RD00852,T0142,S006,3,13,3,25,No
RD00853,T0143,S001,3,0,9,25,No
RD00854,T0143,S002,3,3,9,25,No
RD00855,T0143,S003,9,5,13,25,No
RD00856,T0143,S004,8,2,19,25,No
RD00857,T0143,S005,10,4,29,25,Yes
RD00858,T0143,S006,1,29,8,25,No
RD00859,T0144,S019,16,0,31,70,No
RD00860,T0144,S020,17,5,43,70,No
RD00861,T0144,S021,17,8,52,70,No
RD00862,T0144,S022,8,6,54,70,No
RD00863,T0144,S023,13,10,57,70,No
RD00864,T0144,S024,4,57,4,70,No
RD00865,T0145,S043,17,0,21,45,No
RD00866,T0145,S044,16,8,29,45,No
RD00867,T0145,S045,3,7,25,45,No
RD00868,T0145,S046,15,4,36,45,No
RD00869,T0145,S047,6,2,40,45,No
RD00870,T0145,S048,2,40,2,45,No
RD00871,T0146,S013,24,0,33,45,No
RD00872,T0146,S014,3,1,35,45,No
RD00873,T0146,S015,11,3,43,45,No
RD00874,T0146,S016,9,4,48,45,Yes
RD00875,T0146,S017,9,6,51,45,Yes
RD00876,T0146,S018,2,51,2,45,No
RD00877,T0147,S007,10,0,14,25,No
RD00878,T0147,S008,1,1,14,25,No
RD00879,T0147,S009,11,1,24,25,No
RD00880,T0147,S010,2,5,21,25,No
RD00881,T0147,S011,2,3,20,25,No
RD00882,T0147,S012,3,20,3,25,No
RD00883,T0148,S013,35,0,35,70,No
RD00884,T0148,S014,7,1,41,70,No
RD00885,T0148,S015,6,2,45,70,No
RD00886,T0148,S016,25,14,56,70,No
RD00887,T0148,S017,19,3,72,70,Yes
RD00888,T0148,S018,1,72,1,70,No
RD00889,T0149,S025,4,0,10,25,No
RD00890,T0149,S026,1,0,11,25,No
RD00891,T0149,S027,3,5,9,25,No
RD00892,T0149,S028,4,2,11,25,No
RD00893,T0149,S029,5,3,13,25,No
RD00894,T0149,S030,2,13,2,25,No
RD00895,T0150,S037,10,0,14,25,No
RD00896,T0150,S038,9,5,18,25,No
RD00897,T0150,S039,8,4,22,25,No
RD00898,T0150,S040,10,5,27,25,Yes
RD00899,T0150,S041,11,5,33,25,Yes
RD00900,T0150,S042,2,33,2,25,No
RD00901,T0151,S013,15,0,16,25,No
RD00902,T0151,S014,6,2,20,25,No
RD00903,T0151,S015,5,1,35,25,Yes
RD00904,T0151,S016,6,1,40,25,Yes
RD00905,T0151,S017,1,4,37,25,Yes
RD00906,T0151,S018,3,37,3,25,No
RD00907,T0152,S025,15,0,31,45,No
RD00908,T0152,S026,20,4,47,45,Yes
RD00909,T0152,S027,18,0,65,45,Yes
RD00910,T0152,S028,18,6,77,45,Yes
RD00911,T0152,S029,6,3,80,45,Yes
RD00912,T0152,S030,3,80,3,45,No
RD00913,T0153,S043,5,0,6,25,No
RD00914,T0153,S044,4,0,10,25,No
RD00915,T0153,S045,2,5,7,25,No
RD00916,T0153,S046,5,4,8,25,No
RD00917,T0153,S047,6,5,9,25,No
RD00918,T0153,S048,2,9,2,25,No
RD00919,T0154,S037,13,0,15,25,No
RD00920,T0154,S038,7,2,20,25,No
RD00921,T0154,S039,3,0,23,25,No
RD00922,T0154,S040,11,0,34,25,Yes
RD00923,T0154,S041,5,3,36,25,Yes
RD00924,T0154,S042,3,36,3,25,No
RD00925,T0155,S019,10,0,21,45,No
RD00926,T0155,S020,6,0,27,45,No
RD00927,T0155,S021,9,4,32,45,No
RD00928,T0155,S022,1,7,26,45,No
RD00929,T0155,S023,1,2,25,45,No
RD00930,T0155,S024,2,25,2,45,No
RD00931,T0156,S037,17,0,24,45,No
RD00932,T0156,S038,11,0,35,45,No
RD00933,T0156,S039,2,2,35,45,No
RD00934,T0156,S040,3,6,32,45,No
RD00935,T0156,S041,7,2,37,45,No
RD00936,T0156,S042,2,37,2,45,No
RD00937,T0157,S013,17,0,17,70,No
RD00938,T0157,S014,16,11,22,70,No
RD00939,T0157,S015,16,7,31,70,No
RD00940,T0157,S016,13,0,44,70,No
RD00941,T0157,S017,7,12,39,70,No
RD00942,T0157,S018,1,39,1,70,No
RD00943,T0158,S043,7,0,12,25,No
RD00944,T0158,S044,11,1,22,25,No
RD00945,T0158,S045,9,5,26,25,Yes
RD00946,T0158,S046,8,2,32,25,Yes
RD00947,T0158,S047,6,1,37,25,Yes
RD00948,T0158,S048,1,37,1,25,No
RD00949,T0159,S013,13,0,14,25,No
RD00950,T0159,S014,3,0,17,25,No
RD00951,T0159,S015,2,4,15,25,No
RD00952,T0159,S016,1,1,15,25,No
RD00953,T0159,S017,8,4,19,25,No
RD00954,T0159,S018,1,19,1,25,No
RD00955,T0160,S025,25,0,27,70,No
RD00956,T0160,S026,22,1,48,70,No
RD00957,T0160,S027,4,12,45,70,No
RD00958,T0160,S028,7,11,41,70,No
RD00959,T0160,S029,21,3,59,70,No
RD00960,T0160,S030,2,59,2,70,No
RD00961,T0161,S007,14,0,17,25,No
RD00962,T0161,S008,7,5,19,25,No
RD00963,T0161,S009,5,1,23,25,No
RD00964,T0161,S010,8,3,28,25,Yes
RD00965,T0161,S011,8,4,32,25,Yes
RD00966,T0161,S012,1,32,1,25,No
RD00967,T0162,S043,14,0,16,25,No
RD00968,T0162,S044,9,4,21,25,No
RD00969,T0162,S045,3,4,20,25,No
RD00970,T0162,S046,9,2,27,25,Yes
RD00971,T0162,S047,11,0,38,25,Yes
RD00972,T0162,S048,1,38,1,25,No
RD00973,T0163,S019,25,0,36,70,No
RD00974,T0163,S020,25,1,60,70,No
RD00975,T0163,S021,32,10,82,70,Yes
RD00976,T0163,S022,19,2,99,70,Yes
RD00977,T0163,S023,21,10,110,70,Yes
RD00978,T0163,S024,4,110,4,70,No
RD00979,T0164,S007,5,0,5,25,No
RD00980,T0164,S008,4,0,9,25,No
RD00981,T0164,S009,2,1,19,25,No
RD00982,T0164,S010,8,5,22,25,No
RD00983,T0164,S011,10,5,27,25,Yes
RD00984,T0164,S012,2,27,2,25,No
RD00985,T0165,S043,8,0,25,45,No
RD00986,T0165,S044,3,7,21,45,No
RD00987,T0165,S045,12,0,33,45,No
RD00988,T0165,S046,12,6,39,45,No
RD00989,T0165,S047,20,0,59,45,Yes
RD00990,T0165,S048,0,59,0,45,No
RD00991,T0166,S025,11,0,20,70,No
RD00992,T0166,S026,17,3,34,70,No
RD00993,T0166,S027,4,1,37,70,No
RD00994,T0166,S028,8,11,34,70,No
RD00995,T0166,S029,13,8,39,70,No
RD00996,T0166,S030,1,39,1,70,No
RD00997,T0167,S037,22,0,25,45,No
RD00998,T0167,S038,21,9,37,45,No
RD00999,T0167,S039,18,8,47,45,Yes
RD01000,T0167,S040,21,1,67,45,Yes
RD01001,T0167,S041,14,7,74,45,Yes
RD01002,T0167,S042,1,74,1,45,No
RD01003,T0168,S037,35,0,52,70,No
RD01004,T0168,S038,11,10,53,70,No
RD01005,T0168,S039,29,9,73,70,Yes
RD01006,T0168,S040,21,14,80,70,Yes
RD01007,T0168,S041,24,5,99,70,Yes
RD01008,T0168,S042,3,99,3,70,No
RD01009,T0169,S013,12,0,14,25,No
RD01010,T0169,S014,4,4,14,25,No
RD01011,T0169,S015,5,4,15,25,No
RD01012,T0169,S016,8,3,20,25,No
RD01013,T0169,S017,1,0,21,25,No
RD01014,T0169,S018,4,21,9,25,No
RD01015,T0170,S043,6,0,10,45,No
RD01016,T0170,S044,7,3,14,45,No
RD01017,T0170,S045,9,0,23,45,No
RD01018,T0170,S046,18,8,33,45,No
RD01019,T0170,S047,5,9,29,45,No
RD01020,T0170,S048,3,29,3,45,No
RD01021,T0171,S043,26,0,30,70,No
RD01022,T0171,S044,16,9,37,70,No
RD01023,T0171,S045,20,12,45,70,No
RD01024,T0171,S046,14,6,53,70,No
RD01025,T0171,S047,21,11,63,70,No
RD01026,T0171,S048,1,63,1,70,No
RD01027,T0172,S025,14,0,19,25,No
RD01028,T0172,S026,10,0,29,25,Yes
RD01029,T0172,S027,10,0,39,25,Yes
RD01030,T0172,S028,6,0,45,25,Yes
RD01031,T0172,S029,7,3,49,25,Yes
RD01032,T0172,S030,0,49,0,25,No
RD01033,T0173,S019,26,0,29,45,No
RD01034,T0173,S020,21,0,50,45,Yes
RD01035,T0173,S021,2,6,46,45,Yes
RD01036,T0173,S022,11,0,57,45,Yes
RD01037,T0173,S023,11,2,66,45,Yes
RD01038,T0173,S024,1,66,1,45,No
RD01039,T0174,S037,38,0,50,70,No
RD01040,T0174,S038,33,9,74,70,Yes
RD01041,T0174,S039,19,6,87,70,Yes
RD01042,T0174,S040,9,2,94,70,Yes
RD01043,T0174,S041,4,7,91,70,Yes
RD01044,T0174,S042,2,91,2,70,No
RD01045,T0175,S001,16,0,32,70,No
RD01046,T0175,S002,5,12,25,70,No
RD01047,T0175,S003,5,12,18,70,No
RD01048,T0175,S004,18,7,29,70,No
RD01049,T0175,S005,16,3,42,70,No
RD01050,T0175,S006,3,42,3,70,No
RD01051,T0176,S031,12,0,17,25,No
RD01052,T0176,S032,9,4,22,25,No
RD01053,T0176,S033,5,0,27,25,Yes
RD01054,T0176,S034,11,2,36,25,Yes
RD01055,T0176,S035,2,0,38,25,Yes
RD01056,T0176,S036,3,38,3,25,No
RD01057,T0177,S013,30,0,36,70,No
RD01058,T0177,S014,2,10,28,70,No
RD01059,T0177,S015,23,2,49,70,No
RD01060,T0177,S016,29,12,66,70,No
RD01061,T0177,S017,3,7,62,70,No
RD01062,T0177,S018,1,62,1,70,No
RD01063,T0178,S001,10,0,15,45,No
RD01064,T0178,S002,4,1,18,45,No
RD01065,T0178,S003,20,3,35,45,No
RD01066,T0178,S004,1,4,32,45,No
RD01067,T0178,S005,10,1,41,45,No
RD01068,T0178,S006,0,41,0,45,No
RD01069,T0179,S025,13,0,30,70,No
RD01070,T0179,S026,18,3,45,70,No
RD01071,T0179,S027,9,8,46,70,No
RD01072,T0179,S028,16,8,54,70,No
RD01073,T0179,S029,5,9,50,70,No
RD01074,T0179,S030,0,50,0,70,No
RD01075,T0180,S031,12,0,15,25,No
RD01076,T0180,S032,1,4,12,25,No
RD01077,T0180,S033,5,0,17,25,No
RD01078,T0180,S034,10,5,22,25,No
RD01079,T0180,S035,11,3,30,25,Yes
RD01080,T0180,S036,0,30,0,25,No
RD01081,T0181,S025,11,0,15,45,No
RD01082,T0181,S026,1,1,15,45,No
RD01083,T0181,S027,11,4,22,45,No
RD01084,T0181,S028,4,6,20,45,No
RD01085,T0181,S029,9,6,23,45,No
RD01086,T0181,S030,0,23,0,45,No
RD01087,T0182,S007,10,0,12,25,No
RD01088,T0182,S008,2,4,10,25,No
RD01089,T0182,S009,8,4,14,25,No
RD01090,T0182,S010,1,5,21,25,No
RD01091,T0182,S011,6,2,25,25,No
RD01092,T0182,S012,1,25,9,25,No
RD01093,T0183,S037,13,0,15,25,No
RD01094,T0183,S038,5,4,16,25,No
RD01095,T0183,S039,5,5,16,25,No
RD01096,T0183,S040,9,0,25,25,No
RD01097,T0183,S041,3,1,27,25,Yes
RD01098,T0183,S042,3,27,3,25,No
RD01099,T0184,S007,14,0,14,25,No
RD01100,T0184,S008,10,5,19,25,No
RD01101,T0184,S009,4,5,18,25,No
RD01102,T0184,S010,3,4,17,25,No
RD01103,T0184,S011,10,2,25,25,No
RD01104,T0184,S012,4,25,4,25,No
RD01105,T0185,S025,10,0,20,45,No
RD01106,T0185,S026,5,3,22,45,No
RD01107,T0185,S027,5,8,19,45,No
RD01108,T0185,S028,21,2,38,45,No
RD01109,T0185,S029,11,2,58,45,Yes
RD01110,T0185,S030,0,58,0,45,No
RD01111,T0186,S001,21,0,25,70,No
RD01112,T0186,S002,11,0,36,70,No
RD01113,T0186,S003,14,14,36,70,No
RD01114,T0186,S004,10,6,40,70,No
RD01115,T0186,S005,9,7,42,70,No
RD01116,T0186,S006,1,42,1,70,No
RD01117,T0187,S019,16,0,22,70,No
RD01118,T0187,S020,18,0,40,70,No
RD01119,T0187,S021,15,9,46,70,No
RD01120,T0187,S022,2,3,45,70,No
RD01121,T0187,S023,31,11,65,70,No
RD01122,T0187,S024,4,65,4,70,No
RD01123,T0188,S037,8,0,13,25,No
RD01124,T0188,S038,8,3,18,25,No
RD01125,T0188,S039,4,1,21,25,No
RD01126,T0188,S040,1,3,19,25,No
RD01127,T0188,S041,4,3,20,25,No
RD01128,T0188,S042,1,20,1,25,No
RD01129,T0189,S025,21,0,23,70,No
RD01130,T0189,S026,32,7,48,70,No
RD01131,T0189,S027,30,13,65,70,No
RD01132,T0189,S028,26,6,85,70,Yes
RD01133,T0189,S029,25,9,101,70,Yes
RD01134,T0189,S030,3,101,3,70,No
RD01135,T0190,S037,24,0,35,45,No
RD01136,T0190,S038,21,8,48,45,Yes
RD01137,T0190,S039,17,0,65,45,Yes
RD01138,T0190,S040,2,7,60,45,Yes
RD01139,T0190,S041,17,3,74,45,Yes
RD01140,T0190,S042,0,74,0,45,No
RD01141,T0191,S007,26,0,34,45,No
RD01142,T0191,S008,10,3,41,45,No
RD01143,T0191,S009,10,4,47,45,Yes
RD01144,T0191,S010,10,6,51,45,Yes
RD01145,T0191,S011,17,0,68,45,Yes
RD01146,T0191,S012,3,68,3,45,No
RD01147,T0192,S043,4,0,7,25,No
RD01148,T0192,S044,3,0,10,25,No
RD01149,T0192,S045,9,5,14,25,No
RD01150,T0192,S046,6,3,17,25,No
RD01151,T0192,S047,8,1,24,25,No
RD01152,T0192,S048,1,24,1,25,No
RD01153,T0193,S031,5,0,5,25,No
RD01154,T0193,S032,6,2,9,25,No
RD01155,T0193,S033,6,5,10,25,No
RD01156,T0193,S034,6,1,15,25,No
RD01157,T0193,S035,1,5,11,25,No
RD01158,T0193,S036,0,11,0,25,No
RD01159,T0194,S007,8,0,8,25,No
RD01160,T0194,S008,6,3,11,25,No
RD01161,T0194,S009,1,2,10,25,No
RD01162,T0194,S010,6,4,12,25,No
RD01163,T0194,S011,6,3,15,25,No
RD01164,T0194,S012,4,15,4,25,No
RD01165,T0195,S019,34,0,39,70,No
RD01166,T0195,S020,11,0,50,70,No
RD01167,T0195,S021,10,9,51,70,No
RD01168,T0195,S022,12,2,61,70,No
RD01169,T0195,S023,27,0,88,70,Yes
RD01170,T0195,S024,3,88,3,70,No
RD01171,T0196,S013,17,0,22,70,No
RD01172,T0196,S014,1,3,20,70,No
RD01173,T0196,S015,1,4,17,70,No
RD01174,T0196,S016,32,13,36,70,No
RD01175,T0196,S017,32,0,68,70,No
RD01176,T0196,S018,4,68,4,70,No
RD01177,T0197,S019,19,0,26,45,No
RD01178,T0197,S020,20,9,48,45,Yes
RD01179,T0197,S021,20,4,64,45,Yes
RD01180,T0197,S022,2,3,63,45,Yes
RD01181,T0197,S023,21,0,84,45,Yes
RD01182,T0197,S024,1,84,1,45,No
RD01183,T0198,S001,15,0,24,70,No
RD01184,T0198,S002,3,14,13,70,No
RD01185,T0198,S003,4,0,17,70,No
RD01186,T0198,S004,6,6,17,70,No
RD01187,T0198,S005,10,2,25,70,No
RD01188,T0198,S006,4,25,4,70,No
RD01189,T0199,S025,21,0,38,70,No
RD01190,T0199,S026,24,11,51,70,No
RD01191,T0199,S027,20,1,70,70,No
RD01192,T0199,S028,25,14,81,70,Yes
RD01193,T0199,S029,28,12,97,70,Yes
RD01194,T0199,S030,0,97,0,70,No
RD01195,T0200,S019,9,0,11,45,No
RD01196,T0200,S020,11,4,18,45,No
RD01197,T0200,S021,7,8,17,45,No
RD01198,T0200,S022,2,9,10,45,No
RD01199,T0200,S023,3,8,5,45,No
RD01200,T0200,S024,4,5,4,45,No
RD01201,T0201,S001,10,0,21,45,No
RD01202,T0201,S002,10,6,25,45,No
RD01203,T0201,S003,5,5,25,45,No
RD01204,T0201,S004,10,8,27,45,No
RD01205,T0201,S005,6,9,24,45,No
RD01206,T0201,S006,1,24,1,45,No
RD01207,T0202,S031,12,0,16,25,No
RD01208,T0202,S032,11,5,22,25,No
RD01209,T0202,S033,10,1,31,25,Yes
RD01210,T0202,S034,4,2,36,25,Yes
RD01211,T0202,S035,11,3,44,25,Yes
RD01212,T0202,S036,1,44,1,25,No
RD01213,T0203,S019,36,0,57,70,No
RD01214,T0203,S020,14,8,69,70,No
RD01215,T0203,S021,19,11,77,70,Yes
RD01216,T0203,S022,20,1,96,70,Yes
RD01217,T0203,S023,21,8,109,70,Yes
RD01218,T0203,S024,0,109,0,70,No
RD01219,T0204,S001,35,0,45,70,No
RD01220,T0204,S002,2,9,38,70,No
RD01221,T0204,S003,22,3,57,70,No
RD01222,T0204,S004,31,14,74,70,Yes
RD01223,T0204,S005,3,12,65,70,No
RD01224,T0204,S006,3,65,3,70,No
RD01225,T0205,S007,31,0,45,70,No
RD01226,T0205,S008,27,13,59,70,No
RD01227,T0205,S009,20,0,79,70,Yes
RD01228,T0205,S010,21,10,90,70,Yes
RD01229,T0205,S011,14,0,104,70,Yes
RD01230,T0205,S012,2,104,2,70,No
RD01231,T0206,S013,8,0,19,25,No
RD01232,T0206,S014,1,2,18,25,No
RD01233,T0206,S015,11,3,26,25,Yes
RD01234,T0206,S016,10,1,35,25,Yes
RD01235,T0206,S017,10,1,44,25,Yes
RD01236,T0206,S018,2,44,2,25,No
RD01237,T0207,S031,6,0,11,45,No
RD01238,T0207,S032,7,4,14,45,No
RD01239,T0207,S033,8,1,21,45,No
RD01240,T0207,S034,6,3,24,45,No
RD01241,T0207,S035,5,7,22,45,No
RD01242,T0207,S036,1,22,1,45,No
RD01243,T0208,S007,7,0,11,25,No
RD01244,T0208,S008,1,2,10,25,No
RD01245,T0208,S009,8,0,18,25,No
