ridership_id,trip_id,station_id,boardings,alightings
3416,4961,219,59,42
3417,5958,76,46,9
3418,5258,157,11,553
3419,4056,35,31,57
3420,1093,21,45,21
3421,3934,197,21,1
3422,4017,176,36,26
3423,1843,37,17,43
3424,5953,71,37,24
3425,5099,108,44,41
3426,2614,24,39,25
3427,3944,24,17,22
3428,3475,82,59,44
3429,5647,111,49,32
3430,1755,114,32,23
3431,3675,119,6,43
3432,3794,32,11,4
3433,4676,50,54,44
3434,4957,202,5,31
3435,3919,1,42,55
3436,4010,164,0,0
3437,5298,113,36,55
3438,1318,189,17,19
3439,3625,130,54,18
3440,1,180,0,14
3441,4072,129,40,900
3442,2350,109,57,60
3443,4621,79,47,38
3444,4428,107,34,41
3445,2491,154,41,32
3446,2227,155,45,12
3447,64,54,46,37
3448,3098,142,54,59
3449,3857,7,41,43
3450,3007,96,47,50
3451,3015,202,54,18
3452,5777,178,57,24
3453,1757,2,37,9
3454,3429,74,13,1
3455,915,57,8,9
3456,3773,95,1,16
3457,1341,108,25,19
3458,5671,205,23,46
3459,4686,72,53,57
3460,5300,165,28,14
3461,4671,39,42,27
3462,1192,207,42,16
3463,3511,1,12,35
3464,5574,129,3,30
3465,499,13,9,16
3466,5866,136,43,48
3467,928,162,29,41
3468,4898,155,53,24
3469,4941,63,42,55
3470,5241,58,48,50
3471,1664,63,32,12
3472,4318,115,52,27
3473,1723,142,46,50
3474,4759,203,33,9
3475,1006,115,13,35
3476,3553,138,6,58
3477,2856,47,47,9
3478,305,126,51,52
3479,5824,162,39,15
3480,4019,60,46,40
3481,934,149,38,764
3482,2095,153,25,1
3483,1709,75,11,38
3484,5053,186,22,3
3485,3799,40,46,9
3486,5171,112,11,34
3487,464,116,25,28
3488,3640,207,49,34
3489,3631,172,45,14
3490,3950,20,34,4
3491,372,92,41,36
3492,3525,129,60,50
3493,4658,59,13,2
3494,5671,125,17,2
3495,1293,66,8,24
3496,5810,61,15,9
3497,4556,178,30,31
3498,2869,28,33,34
3499,4962,29,39,34
3500,3224,21,13,9
3501,176,103,15,60
3502,3872,47,16,29
3503,1671,154,35,22
3504,1208,207,25,42
3505,2645,9,0,29
3506,5546,181,19,53
3507,5312,183,44,22
3508,68,7,37,39
3509,4186,110,27,57
3510,5735,146,10,50
3511,2194,166,51,56
3512,5654,5,59,20
3513,2190,158,1,19
3514,3828,192,14,22
3515,3996,96,17,14
3516,2635,61,24,53
3517,4632,101,6,45
3518,4092,185,58,36
3519,3643,117,9,9
3520,5716,110,19,55
3521,5984,173,5,48
3522,1983,61,-8,2
3523,92,35,29,49
3524,491,220,54,30
3525,5010,121,48,57
3526,5684,145,15,54
3527,318,82,6,16
3528,4540,97,41,38
3529,959,112,33,57
3530,1270,195,56,2
3531,53,14,1,25
3532,5061,176,5,60
3533,4340,89,59,36
3534,4796,170,10,55
3535,2117,66,20,22
3536,2775,47,13,11
3537,2488,191,34,39
3538,688,49,39,51
3539,4708,96,41,5
3540,3294,145,38,12
3541,425,62,35,5
3542,4783,84,,58
3543,109,90,47,42
3544,3567,154,23,45
3545,3534,211,52,13
3546,918,167,50,4
3547,4251,219,,18
3548,4117,166,7,4
3549,1563,7,43,24
3550,4925,59,53,33
3551,2257,81,8,34
3552,4256,150,38,48
3553,4630,102,8,32
3554,1922,2,49,41
3555,2351,15,23,9
3556,2943,13,20,24
3557,4585,49,47,6
3558,1227,168,26,3
3559,5977,140,22,47
3560,4647,108,20,16
3561,4519,18,35,17
3562,127,153,55,15
3563,3506,91,19,29
3564,1530,128,41,54
3565,5631,96,16,32
3566,4338,121,2,21
3567,1255,58,1,54
3568,5954,13,53,23
3569,56,150,41,19
3570,3206,28,23,0
3571,1135,216,56,58
3572,5946,57,,21
3573,3234,161,23,55
3574,453,217,53,678
3575,5060,6,53,32
3576,5275,96,44,29
3577,3971,138,57,36
3578,3902,147,44,15
3579,4931,79,31,17
3580,1245,146,,37
3581,1563,84,55,9
3582,4641,188,59,59
3583,150,152,7,1
3584,3462,201,17,31
3585,2528,48,16,43
3586,1380,21,6,4
3587,4759,13,8,27
3588,5520,35,15,31
3589,5181,142,6,50
3590,2043,2,39,57
3591,1994,26,16,23
3592,2048,126,34,58
3593,108,54,19,24
3594,1607,189,56,11
3595,2165,163,9,51
3596,2621,104,57,58
3597,3391,195,34,2
3598,2734,142,,2
3599,2952,143,36,42
3600,5731,193,13,34
3601,3844,214,23,55
3602,759,219,20,17
3603,4453,177,47,51
3604,3720,139,6,35
3605,3940,117,39,58
3606,2243,159,59,46
3607,2311,136,33,55
3608,2848,172,48,53
3609,936,76,17,27
3610,4888,169,38,21
3611,3721,24,2,0
3612,3332,94,26,53
3613,3241,101,27,34
3614,2380,220,50,20
3615,1925,199,55,40
3616,1801,128,59,51
3617,3552,93,38,39
3618,5065,154,2,10
3619,2258,73,59,49
3620,1909,206,35,6
3621,1483,48,24,27
3622,4181,217,19,39
3623,4314,166,25,6
3624,1313,141,33,14
3625,5836,86,,60
3626,3065,193,13,12
3627,2956,22,40,12
3628,1614,89,27,7
3629,3640,2,10,31
3630,3890,49,19,19
3631,4733,202,12,28
3632,1440,59,49,39
3633,904,124,48,24
3634,5726,105,35,10
3635,2837,134,34,21
3636,4282,209,17,42
3637,1766,163,45,48
3638,5583,175,-8,19
3639,2519,115,17,1
3640,1600,157,30,9
3641,3440,27,47,31
3642,2798,113,31,37
3643,456,99,7,32
3644,2369,68,9,21
3645,4146,10,38,20
3646,2566,20,37,57
3647,1033,75,6,23
3648,4210,111,15,19
3649,50,18,27,54
3650,5496,116,3,57
3651,5469,98,16,38
3652,2493,79,20,13
3653,4033,177,22,53
3654,790,210,23,24
3655,2262,112,60,43
3656,5611,77,4,22
3657,1867,49,30,27
3658,4242,70,0,46
3659,1652,69,4,40
3660,564,4,39,0
3661,4701,96,30,41
3662,2451,89,6,19
3663,809,72,37,54
3664,2943,84,34,49
3665,3985,220,13,24
3666,3826,45,38,25
3667,639,217,,33
3668,2108,62,57,33
3669,562,98,52,34
3670,1147,220,29,45
3671,1601,167,56,1
3672,4950,9,-5,59
3673,5927,99,17,16
3674,1935,6,42,0
3675,22,67,22,45
3676,5523,157,39,3
3677,4205,123,,13
3678,1453,127,40,52
3679,5854,36,51,29
3680,1694,201,31,14
3681,5023,220,20,3
3682,1701,38,58,41
3683,368,85,37,3
3684,1916,92,13,20
3685,1346,108,48,52
3686,2999,67,,13
3687,2818,54,36,29
3688,2501,216,23,6
3689,5396,89,51,39
3690,2425,38,26,3
3691,508,184,1,39
3692,5789,118,10,29
3693,91,180,20,5
3694,5728,63,7,58
3695,2384,24,50,4
3696,730,180,12,27
3697,2544,184,3,41
3698,1282,179,23,59
3699,1420,110,2,2
3700,4424,193,41,36
3701,1371,49,33,16
3702,3789,156,58,39
3703,5295,153,20,59
3704,3009,144,36,10
3705,523,165,30,17
3706,2639,46,38,17
3707,3756,91,25,23
3708,1331,132,54,49
3709,5515,159,42,21
3710,1654,138,12,27
3711,3469,89,,29
3712,658,189,0,5
3713,5140,19,15,14
3714,5733,133,31,22
3715,5252,199,43,50
3716,604,78,18,47
3717,2751,74,43,49
3718,3720,74,36,32
3719,5151,60,39,27
3720,1641,144,44,8
3721,3045,74,13,2
3722,1576,88,44,15
3723,2783,45,4,22
3724,1604,175,18,50
3725,175,202,27,60
3726,4703,164,36,51
3727,1243,192,16,30
3728,2933,122,49,20
3729,864,5,34,2
3730,630,10,51,13
3731,1330,46,56,6
3732,1718,150,21,23
3733,791,209,26,38
3734,1118,49,9,35
3735,2125,26,16,8
3736,3353,210,14,40
3737,1046,30,18,16
3738,3890,28,21,664
3739,1022,214,39,25
3740,3610,127,35,32
3741,643,174,7,40
3742,4961,26,13,11
3743,2446,48,12,58
3744,5621,101,12,21
3745,2202,107,,43
3746,1575,184,24,52
3747,5782,49,5,2
3748,2796,114,5,36
3749,1442,52,45,35
3750,2403,88,21,8
3751,4581,187,30,27
3752,1325,162,24,0
3753,1764,85,27,846
3754,4779,60,0,39
3755,5046,137,27,32
3756,642,154,-9,23
3757,3577,127,60,36
3758,4666,147,38,36
3759,4298,28,36,41
3760,5142,146,18,35
3761,5587,118,17,24
3762,1921,169,5,38
3763,72,10,9,18
3764,2760,29,31,54
3765,4258,195,25,57
3766,3712,54,21,13
3767,3880,9,8,32
3768,4859,155,25,26
3769,4110,111,51,56
3770,3023,209,34,53
3771,1742,18,5,24
3772,550,16,45,42
3773,2905,218,48,5
3774,5045,65,53,29
3775,5027,104,46,23
3776,2378,192,-6,5
3777,3596,127,,42
3778,1679,175,3,42
3779,3777,85,,26
3780,5158,140,37,48
3781,3138,157,28,38
3782,2718,134,19,13
3783,1320,49,6,16
3784,2732,43,47,6
3785,5794,141,27,2
3786,5265,195,0,48
3787,4196,28,35,2
3788,392,168,36,55
3789,5971,187,53,39
3790,2597,32,51,19
3791,2391,1,,50
3792,2857,4,42,5
3793,5526,69,30,40
3794,1324,154,44,25
3795,3397,66,4,56
3796,3375,78,28,8
3797,2187,177,14,44
3798,1461,74,21,13
3799,5931,102,0,54
3800,2077,7,34,5
3801,5799,162,17,8
3802,1944,147,44,44
3803,3279,136,41,21
3804,1522,116,50,52
3805,3544,129,-2,11
3806,4490,166,35,6
3807,2513,201,49,24
3808,2128,41,49,49
3809,4960,206,31,0
3810,4981,196,53,29
3811,126,156,27,43
3812,832,213,53,43
3813,635,20,30,21
3814,1932,31,28,3
3815,2870,53,15,31
3816,14,137,24,3
3817,5302,61,29,48
3818,2832,141,29,11
3819,1625,120,5,31
3820,5609,30,20,14
3821,204,2,12,59
3822,2758,98,36,58
3823,2226,114,48,16
3824,551,49,59,57
3825,823,92,5,38
3826,1858,157,18,34
3827,5672,78,10,9
3828,3542,51,5,23
3829,1739,5,37,56
3830,241,53,41,41
3831,5665,146,7,15
3832,3121,164,21,12
3833,5813,98,27,31
3834,3285,79,26,56
3835,1604,85,5,47
3836,2661,44,11,32
3837,1112,55,8,56
3838,1773,213,19,32
3839,5941,48,52,45
3840,5017,146,13,45
3841,3329,91,28,29
3842,1966,165,14,22
3843,5481,156,31,0
3844,3175,76,0,27
3845,1177,51,59,44
3846,5249,20,,17
3847,2525,67,29,32
3848,3708,86,0,6
3849,1162,128,40,1
3850,5331,69,36,7
3851,136,173,22,8
3852,4958,161,25,12
3853,3387,77,10,29
3854,5984,19,11,58
3855,2143,176,20,60
3856,3175,125,26,32
3857,3941,157,27,30
3858,3194,123,40,54
3859,3166,153,32,26
3860,40,202,5,44
3861,1808,34,31,39
3862,5889,141,60,8
3863,3705,1,10,41
3864,5459,124,7,38
3865,578,76,54,38
3866,771,220,34,22
3867,643,118,22,27
3868,3407,190,2,50
3869,2320,150,60,20
3870,1231,102,1,52
3871,1507,216,10,32
3872,2568,182,25,4
3873,694,193,0,36
3874,3134,18,43,59
3875,1391,159,56,12
3876,2764,116,,38
3877,4483,130,21,50
3878,3470,146,,12
3879,5763,198,14,18
3880,3954,189,53,52
3881,1764,19,,11
3882,3841,55,1,53
3883,1139,60,55,33
3884,2971,164,36,53
3885,798,178,43,8
3886,1263,10,29,9
3887,375,203,13,15
3888,4534,39,14,14
3889,5057,173,22,4
3890,983,62,40,48
3891,4773,128,48,47
3892,1996,139,52,42
3893,1289,113,35,29
3894,3585,137,52,10
3895,63,163,35,45
3896,1067,152,49,24
3897,3344,85,6,19
3898,2132,204,32,24
3899,2219,51,1,57
3900,191,98,33,4
3901,5540,217,35,40
3902,4637,158,40,7
3903,5760,113,9,3
3904,4835,132,5,4
3905,39,133,17,15
3906,1790,150,7,18
3907,4745,181,35,7
3908,619,180,40,28
3909,2042,50,1,40
3910,11,117,48,60
3911,2784,14,55,18
3912,1400,113,6,52
3913,1361,147,35,56
3914,49,37,45,33
3915,5324,68,48,59
3916,3354,23,43,24
3917,5603,105,51,11
3918,477,134,47,33
3919,940,168,41,27
3920,1971,130,6,12
3921,2623,124,45,42
3922,309,63,30,26
3923,1436,107,54,46
3924,2194,32,45,20
3925,4376,54,33,22
3926,3536,60,20,31
3927,972,106,18,50
3928,5854,112,26,52
3929,3923,28,52,12
3930,5078,16,50,57
3931,483,46,53,38
3932,2773,134,49,54
3933,5523,88,43,7
3934,4514,95,33,5
3935,436,25,,24
3936,1568,197,47,23
3937,2768,163,50,37
3938,4173,42,-5,37
3939,395,138,7,54
3940,1986,87,27,14
3941,3270,127,52,24
3942,1171,116,6,25
3943,1476,119,33,57
3944,4555,71,55,29
3945,5624,203,29,5
3946,5044,51,54,34
3947,4085,172,57,28
3948,2852,23,0,41
3949,5871,66,30,14
3950,5138,143,1,11
3951,1349,25,13,7
3952,5712,77,53,32
3953,5154,220,5,53
3954,1918,6,17,48
3955,3128,146,29,34
3956,2431,38,50,20
3957,1811,77,37,59
3958,129,195,1,59
3959,3700,108,33,46
3960,1853,64,-5,23
3961,852,159,23,5
3962,1623,162,2,897
3963,3187,220,24,4
3964,3172,180,59,6
3965,5926,103,35,46
3966,3390,80,50,44
3967,1110,204,41,1
3968,4278,126,8,33
3969,4287,214,56,4
3970,4380,100,36,25
3971,1855,200,17,16
3972,457,84,23,28
3973,2533,128,48,29
3974,1823,200,36,26
3975,5326,104,9,1
3976,4776,20,26,0
3977,2233,150,43,58
3978,898,123,47,44
3979,1587,18,57,724
3980,458,179,51,24
3981,4318,97,15,52
3982,819,179,34,50
3983,4545,148,13,53
3984,2050,187,46,59
3985,418,207,51,19
3986,3000,178,29,5
3987,1302,213,26,20
3988,2839,99,54,58
3989,827,175,27,20
3990,3438,118,6,21
3991,919,22,52,7
3992,4049,5,6,33
3993,145,178,21,40
3994,4643,50,48,23
3995,4019,162,37,51
3996,3353,47,23,46
3997,1125,89,29,26
3998,232,183,45,58
3999,1947,49,22,55
4000,5146,132,41,16
4001,4225,107,4,32
4002,5482,177,40,33
4003,1567,193,0,52
4004,2296,38,10,37
4005,5452,216,31,34
4006,1072,212,55,7
4007,28,17,45,15
4008,4776,140,36,52
4009,4630,4,,0
4010,4014,209,55,26
4011,2534,214,47,58
4012,4647,170,53,1
4013,2491,11,56,21
4014,4,38,53,22
4015,4002,10,43,47
4016,4898,12,39,20
4017,1172,175,58,29
4018,4618,2,17,25
4019,4954,220,4,49
4020,4714,29,33,48
4021,4274,108,56,17
4022,4431,49,24,8
4023,3397,21,26,44
4024,3647,172,30,56
4025,5812,118,20,11
4026,5865,175,36,45
4027,5516,202,11,44
4028,814,92,54,17
4029,5182,158,29,59
4030,5972,23,42,40
4031,5654,36,16,20
4032,3643,193,52,519
4033,4369,206,30,21
4034,336,83,27,10
4035,4377,21,34,47
4036,5909,138,34,42
4037,3158,114,33,37
4038,205,26,14,56
4039,4727,52,33,29
4040,2281,215,45,5
4041,1379,6,6,15
4042,5108,209,42,50
4043,2537,55,35,56
4044,4472,170,48,59
4045,2545,5,18,24
4046,3890,137,27,43
4047,2931,216,28,59
4048,1767,106,42,10
4049,1862,60,3,32
4050,95,62,19,20
4051,2539,102,41,32
4052,2040,195,11,53
4053,345,153,20,18
4054,3171,144,26,6
4055,5882,171,12,3
4056,3869,145,59,0
4057,623,178,55,46
4058,5252,163,41,50
4059,4104,217,51,52
4060,2285,102,28,26
4061,158,153,36,23
4062,325,56,45,53
4063,5973,42,20,30
4064,1090,18,3,46
4065,276,37,33,1
4066,4837,180,21,528
4067,2104,77,17,4
4068,3132,175,15,2
4069,3067,187,28,57
4070,3056,112,9,51
4071,1536,6,10,7
4072,4430,146,11,52
4073,1738,145,44,1
4074,3765,8,7,47
4075,3917,182,25,44
4076,5449,117,11,0
4077,1774,40,57,46
4078,4980,50,53,49
4079,5309,120,57,59
4080,2996,108,31,30
4081,2220,97,24,55
4082,1676,213,11,17
4083,2405,130,18,9
4084,4601,155,32,35
4085,3988,113,22,30
4086,2342,112,50,22
4087,5544,192,28,35
4088,2452,94,5,49
4089,1471,71,8,28
4090,2174,99,34,43
4091,5346,158,42,35
4092,748,103,22,9
4093,4272,126,56,13
4094,709,141,29,30
4095,1971,67,40,4
4096,4586,123,42,31
4097,3645,105,49,12
4098,5399,185,4,1
4099,4292,138,28,54
4100,1467,128,31,55
4101,3426,15,55,26
4102,4142,204,33,42
4103,5470,183,50,18
4104,1432,3,21,43
4105,5446,211,53,20
4106,2426,104,11,9
4107,3320,54,16,49
4108,759,137,46,25
4109,929,89,14,5
4110,2401,19,43,54
4111,4271,33,40,39
4112,3968,160,3,34
4113,5996,111,42,32
4114,886,164,16,27
4115,435,201,50,6
4116,2867,146,15,39
4117,304,28,57,52
4118,3028,178,55,10
4119,2526,20,47,8
4120,3161,96,21,9
4121,4925,93,45,31
4122,1603,82,7,24
4123,1144,2,60,52
4124,3794,184,7,5
4125,662,129,3,3
4126,2278,154,33,891
4127,4372,66,28,43
4128,2727,93,28,43
4129,2377,176,41,13
4130,1479,59,56,38
4131,1044,170,45,4
4132,5199,62,26,24
4133,5951,68,39,33
4134,4814,132,41,0
4135,3196,154,33,52
4136,1691,36,36,50
4137,2586,131,17,48
4138,1161,122,6,57
4139,3820,14,40,9
4140,2449,101,54,39
4141,2849,145,34,39
4142,4931,16,24,25
4143,231,147,19,29
4144,448,209,26,9
4145,3488,75,25,46
4146,4113,137,59,36
4147,4094,46,17,17
4148,3186,63,5,9
4149,5606,72,50,8
4150,352,149,60,11
4151,4800,63,43,36
4152,4825,133,5,43
4153,1134,10,11,48
4154,5373,25,8,41
4155,2900,21,13,24
4156,263,84,18,53
4157,3177,172,21,10
4158,4003,3,0,49
4159,3703,128,30,23
4160,442,193,2,13
4161,5943,111,1,30
4162,3804,131,47,18
4163,3492,120,16,56
4164,3459,70,40,14
4165,507,210,51,13
4166,1901,140,59,42
4167,2110,63,28,45
4168,3942,61,3,47
4169,2809,138,11,4
4170,2275,196,21,38
4171,3438,140,9,8
4172,764,35,43,42
4173,1223,92,60,23
4174,4111,158,33,12
4175,1380,177,13,1
4176,979,69,7,8
4177,2703,120,1,42
4178,480,118,31,53
4179,5527,188,46,41
4180,1528,216,53,19
4181,5840,210,21,19
4182,3842,84,41,38
4183,569,27,14,53
4184,5681,107,51,33
4185,1728,30,43,2
4186,1289,100,51,18
4187,5941,206,27,56
4188,2292,110,33,18
4189,1751,182,-10,51
4190,120,50,54,22
4191,2826,129,45,30
4192,1560,175,11,44
4193,2867,9,53,11
4194,582,156,9,24
4195,905,191,0,11
4196,3596,209,10,59
4197,4484,8,31,15
4198,3393,189,57,49
4199,2520,146,31,2
4200,5120,212,20,37
4201,22,187,46,43
4202,4614,211,25,42
4203,2189,57,47,42
4204,1964,89,26,9
4205,2731,202,1,11
4206,634,31,56,59
4207,3864,2,43,2
4208,329,138,55,8
4209,452,92,15,8
4210,349,139,37,15
4211,2944,99,49,3
4212,4329,8,18,27
4213,3662,30,-2,54
4214,2343,121,55,34
4215,3816,212,22,57
4216,5907,26,49,7
4217,1569,146,2,50
4218,2656,15,47,25
4219,5158,187,32,23
4220,3520,200,2,11
4221,1613,32,27,1
4222,2854,14,9,44
4223,2788,4,25,52
4224,1633,33,47,29
4225,499,177,44,43
4226,2256,23,42,60
4227,2107,200,49,40
4228,3533,77,24,34
4229,3825,102,49,40
4230,5997,183,16,26
4231,984,72,10,45
4232,69,5,0,59
4233,111,215,44,7
4234,3634,68,12,28
4235,4007,188,6,1
4236,1969,130,51,11
4237,1479,38,20,54
4238,5432,176,34,44
4239,3940,110,49,49
4240,5261,187,9,55
4241,5904,61,,21
4242,2805,71,7,30
4243,3024,119,34,26
4244,3581,21,2,44
4245,293,5,56,22
4246,1005,136,57,24
4247,5995,69,31,38
4248,5105,56,40,13
4249,4164,171,36,5
4250,1052,102,37,41
4251,1846,23,20,44
4252,2876,174,33,3
4253,4124,124,23,31
4254,3776,85,6,60
4255,899,131,59,48
4256,5936,142,8,60
4257,445,171,47,34
4258,2099,100,34,59
4259,136,27,42,12
4260,718,63,32,23
4261,5541,77,54,6
4262,2529,46,39,14
4263,3301,190,17,20
4264,539,121,55,51
4265,3677,64,14,53
4266,5416,10,4,3
4267,1578,103,2,22
4268,5934,212,36,31
4269,3875,148,14,5
4270,4375,40,56,24
4271,5309,124,29,20
4272,5959,154,38,45
4273,3,112,44,1
4274,4141,112,39,52
4275,5004,93,24,25
4276,822,22,52,47
4277,1531,141,36,8
4278,5785,5,30,20
4279,2493,57,23,35
4280,184,150,31,20
4281,1624,177,24,12
4282,2146,149,55,60
4283,5157,152,26,37
4284,5621,104,7,42
4285,5299,102,34,27
4286,2599,169,17,51
4287,3130,72,42,43
4288,235,107,51,52
4289,4698,171,9,21
4290,4332,199,-6,3
4291,4381,16,42,44
4292,3769,95,25,40
4293,2013,66,47,18
4294,5891,220,55,2
4295,2851,216,14,18
4296,4476,62,58,5
4297,1528,113,46,10
4298,3625,130,50,13
4299,4069,150,53,43
4300,1540,36,60,32
4301,4563,23,24,42
4302,4023,116,42,6
4303,1851,73,,11
4304,4026,57,27,4
4305,2617,117,48,16
4306,5134,158,4,32
4307,4330,2,1,50
4308,126,212,5,14
4309,5630,164,10,46
4310,4486,151,1,16
4311,653,24,46,52
4312,5264,147,10,6
4313,5213,143,55,46
4314,4754,39,29,49
4315,1207,69,18,15
4316,5822,108,60,18
4317,619,133,46,58
4318,2542,110,35,36
4319,3059,177,40,34
4320,1607,53,58,25
4321,5088,195,28,19
4322,365,162,37,6
4323,3780,190,44,7
4324,5713,173,-9,48
4325,1837,58,60,33
4326,3080,89,27,7
4327,4381,163,51,49
4328,4452,19,8,24
4329,5600,158,37,7
4330,4703,217,36,55
4331,5875,118,55,28
4332,5531,215,32,51
4333,5702,201,24,22
4334,2429,138,46,27
4335,4892,116,28,42
4336,4919,119,31,27
4337,5668,171,50,51
4338,129,11,57,29
4339,6000,209,26,33
4340,5372,188,15,49
4341,1835,145,15,17
4342,2315,177,5,59
4343,1440,112,31,35
4344,2768,115,3,28
4345,4462,95,16,53
4346,2945,40,5,29
4347,1722,35,4,15
4348,5229,86,32,51
4349,4592,150,10,51
4350,4304,4,10,45
4351,1282,151,42,52
4352,4096,102,39,48
4353,4195,134,34,13
4354,5601,9,28,38
4355,5945,18,53,44
4356,5951,3,26,8
4357,5426,167,5,22
4358,1842,198,19,18
4359,4612,212,31,19
4360,3721,1,40,34
4361,2337,139,47,25
4362,916,181,28,48
4363,2402,157,33,40
4364,4799,97,15,16
4365,3062,213,50,46
4366,5055,65,6,26
4367,5171,179,49,44
4368,3729,46,17,0
4369,3109,42,35,42
4370,683,183,15,9
4371,3049,219,25,27
4372,517,174,55,39
4373,3811,31,-6,7
4374,5864,157,36,51
4375,5869,12,30,51
4376,4225,156,35,59
4377,184,39,11,5
4378,4549,150,41,517
4379,1564,80,24,6
4380,5194,24,30,15
4381,3953,181,16,58
4382,3340,214,60,22
4383,2685,22,51,11
4384,1692,88,23,37
4385,2472,191,39,5
4386,3365,104,12,1
4387,3129,52,14,32
4388,2521,131,-8,21
4389,2414,68,13,20
4390,2598,217,41,0
4391,4643,23,26,23
4392,2128,119,1,51
4393,3565,158,27,54
4394,5560,123,31,32
4395,1704,68,4,19
4396,1227,71,60,54
4397,3549,71,49,37
4398,2592,56,22,508
4399,5478,68,12,22
4400,622,214,33,693
4401,1710,154,9,38
4402,5219,188,25,23
4403,1675,38,58,29
4404,283,77,39,41
4405,1417,110,49,57
4406,1930,133,16,48
4407,212,188,39,35
4408,1297,166,,23
4409,4962,25,24,54
4410,4642,174,47,60
4411,1998,210,60,51
4412,2604,150,14,8
4413,3511,93,31,47
4414,911,178,55,58
4415,5803,76,36,47
4416,4185,197,47,58
4417,22,7,27,11
4418,4359,29,32,13
4419,5372,160,10,17
4420,3396,127,36,5
4421,3277,32,43,45
4422,65,126,39,51
4423,3870,37,39,60
4424,1224,61,14,60
4425,2673,145,7,15
4426,2961,53,5,57
4427,2886,111,10,45
4428,3772,185,8,45
4429,2901,179,53,639
4430,5888,178,1,36
4431,2183,204,28,42
4432,3516,141,10,34
4433,4410,45,4,34
4434,2378,74,24,35
4435,793,103,12,24
4436,4000,2,13,33
4437,5264,73,41,55
4438,5405,164,41,28
4439,1160,184,10,13
4440,1132,65,10,54
4441,3711,143,46,13
4442,644,41,21,16
4443,2805,35,59,33
4444,4436,72,30,22
4445,2274,67,29,18
4446,3628,109,19,13
4447,639,1,22,29
4448,5471,188,2,24
4449,1496,194,22,13
4450,2022,162,8,17
4451,2201,170,34,48
4452,5955,96,7,36
4453,3024,82,58,0
4454,5342,179,38,28
4455,2162,127,8,45
4456,991,191,20,42
4457,3506,109,11,22
4458,5,27,45,27
4459,1534,7,19,12
4460,3675,114,7,16
4461,2337,141,59,30
4462,4244,65,37,8
4463,2855,45,59,33
4464,5611,174,15,0
4465,3482,141,,46
4466,4585,219,3,32
4467,5936,122,41,32
4468,4866,129,32,57
4469,295,149,52,8
4470,5130,30,0,41
4471,4861,71,49,9
4472,2831,174,16,31
4473,1734,13,46,10
4474,4760,34,37,54
4475,93,43,20,844
4476,1375,44,30,38
4477,1116,217,23,53
4478,4675,213,32,57
4479,2728,202,39,44
4480,5468,65,59,13
4481,279,60,11,53
4482,403,142,0,54
4483,3880,165,2,0
4484,4376,27,31,6
4485,404,98,34,20
4486,3124,4,32,32
4487,4605,204,37,23
4488,1325,173,3,34
4489,2934,22,49,11
4490,4180,107,58,24
4491,177,147,37,39
4492,5650,75,36,17
4493,843,200,28,7
4494,4774,16,15,25
4495,4103,185,31,15
4496,5709,89,39,43
4497,176,194,6,9
4498,4718,110,32,17
4499,1670,69,48,14
4500,4624,176,44,28
4501,5410,110,40,31
4502,2558,169,55,11
4503,5998,211,36,44
4504,2784,173,39,59
4505,2655,206,31,5
4506,2475,113,42,55
4507,423,12,29,5
4508,684,190,41,45
4509,386,60,23,12
4510,1825,90,39,9
4511,3852,46,-6,17
4512,5172,23,23,20
4513,5912,140,41,27
4514,903,169,41,17
4515,4440,120,3,24
4516,2809,78,9,54
4517,950,29,54,57
4518,4098,159,51,21
4519,4894,182,57,7
4520,5941,182,24,20
4521,2751,31,30,13
4522,5360,100,27,19
4523,2283,58,5,13
4524,2162,6,-2,47
4525,4644,140,3,56
4526,881,2,57,26
4527,1349,47,17,53
4528,1302,99,22,49
4529,4658,211,46,20
4530,4210,156,40,42
4531,5258,149,31,32
4532,2707,220,20,4
4533,4900,29,22,18
4534,3283,149,35,57
4535,5255,55,17,23
4536,2102,137,38,645
4537,5055,70,,33
4538,570,9,0,26
4539,3283,157,34,5
4540,5747,56,12,59
4541,1562,22,25,30
4542,1380,100,51,24
4543,5735,61,45,3
4544,24,87,36,52
4545,222,168,60,27
4546,4227,30,3,24
4547,471,148,6,28
4548,3028,26,1,51
4549,2671,155,10,53
4550,4427,98,21,13
4551,2370,149,17,22
4552,5840,137,12,38
4553,4303,94,55,53
4554,3156,188,45,21
4555,4627,63,16,58
4556,4179,28,50,9
4557,3362,133,35,32
4558,60,121,40,59
4559,4571,97,45,40
4560,1441,16,5,38
4561,5147,209,13,1
4562,4303,31,29,47
4563,2045,184,11,20
4564,4351,140,7,5
4565,5872,214,39,41
4566,3604,119,26,6
4567,782,140,1,28
4568,2180,80,8,16
4569,3562,201,44,50
4570,501,66,55,42
4571,2828,156,28,56
4572,4072,24,11,21
4573,2868,140,19,51
4574,4655,171,51,22
4575,3203,17,16,36
4576,5041,5,54,4
4577,5401,181,16,1
4578,4813,6,21,19
4579,2464,80,54,36
4580,5318,191,59,23
4581,898,108,22,15
4582,5039,117,52,49
4583,1779,204,37,56
4584,5514,13,29,57
4585,3296,125,22,44
4586,2104,165,-4,11
4587,851,215,49,20
4588,4864,127,0,25
4589,2844,201,35,4
4590,1073,72,,48
4591,3874,113,35,14
4592,2682,11,43,51
4593,1842,131,3,55
4594,1140,38,29,7
4595,3428,107,10,13
4596,4975,166,14,22
